Entity,Year,Iron and steel production,"Military expenditure (1816-1913, current prices)","Military expenditure (1914-2007, current prices)",Military personnel,"Military expenditure (1830-1913, real prices)","Military expenditure (1914-2007, real prices)"
Azerbaijan,1997,25,,146000,75,,153261.6331
Azerbaijan,1998,8,,197000,70,,204569.2366
Azerbaijan,1999,8,,203000,75,,207614.2126
Azerbaijan,2000,8,,830000,72,,830000
Azerbaijan,2001,8,,833000,72,,814499.9403
Azerbaijan,2002,,,900000,72,,866662.7469
Azerbaijan,2003,,,950000,66,,896881.4849
Azerbaijan,2004,,,245000,66,,225123.9901
Azerbaijan,2005,,,314000,66,,279524.5135
Azerbaijan,2006,300,,658000,67,,568332.6653
Azerbaijan,2007,150,,936000,67,,787436.203
Baden,1816,,,,10,,
Baden,1817,,,,10,,
Baden,1818,,,,10,,
Baden,1819,,,,10,,
Baden,1820,,,,10,,
Baden,1821,,,,10,,
Baden,1822,,,,10,,
Baden,1823,,,,10,,
Baden,1824,,,,11,,
Baden,1825,,,,11,,
Baden,1826,,,,12,,
Baden,1827,,,,12,,
Baden,1828,,,,12,,
Baden,1829,,,,12,,
Baden,1830,,,,12,,
Baden,1831,,,,11,,
Baden,1832,,,,11,,
Baden,1833,,,,11,,
Baden,1834,,,,11,,
Baden,1835,10,,,11,,
Baden,1836,10,,,11,,
Baden,1837,,,,11,,
Baden,1838,,,,10,,
Baden,1839,10,,,10,,
Baden,1840,10,,,10,,
Baden,1841,,,,9,,
Baden,1842,,,,8,,
Baden,1843,10,86,,8,100.7956989,
Baden,1844,10,87,,7,98.78125,
Baden,1845,10,86,,6,96.63917526,
Baden,1846,10,87,,6,97.7628866,
Baden,1847,10,87,,5,92.06796117,
Baden,1848,10,288,,7,327,
Baden,1849,10,283,,9,321.3229167,
Baden,1850,10,175,,10,211.9444444,
Baden,1851,10,179,,13,216.7888889,
Baden,1852,10,172,,15,210.6516854,
Baden,1853,10,171,,15,192.1546392,
Baden,1854,10,176,,15,189.9405941,
Baden,1855,10,176,,15,186.2524272,
Baden,1856,10,204,,15,218,
Baden,1857,10,204,,15,218,
Baden,1858,10,215,,8,239.1326531,
Baden,1859,10,221,,8,240.89,
Baden,1860,10,234,,8,255.06,
Baden,1861,10,243,,8,257.1553398,
Baden,1862,10,242,,8,253.6346154,
Baden,1863,10,245,,8,249.5794393,
Baden,1864,10,249,,8,249,
Baden,1865,10,250,,8,250,
Baden,1866,10,256,,8,251.3873874,
Baden,1867,10,255,,8,250.4054054,
Baden,1868,10,385,,15,388.5648148,
Baden,1869,10,414,,15,417.8333333,
Baden,1870,10,795,,14,809.8598131,
Baden,1871,10,,,,,
Austria-Hungary,1816,60,,,222,,
Austria-Hungary,1817,70,6815,,202,,
Austria-Hungary,1818,70,5948,,182,,
Austria-Hungary,1819,70,5525,,242,,
Austria-Hungary,1820,70,6175,,258,,
Austria-Hungary,1821,72,7864,,273,,
Austria-Hungary,1822,72,7066,,273,,
Austria-Hungary,1823,72,6136,,272,,
Austria-Hungary,1824,72,5805,,273,,
Austria-Hungary,1825,72,5087,,273,,
Austria-Hungary,1826,87,4635,,273,,
Austria-Hungary,1827,87,4722,,273,,
Austria-Hungary,1828,87,4932,,273,,
Austria-Hungary,1829,87,5253,,273,,
Austria-Hungary,1830,87,4567,,273,4525.481818,
Austria-Hungary,1831,99,7634,,273,7924.819048,
Austria-Hungary,1832,99,7231,,252,7803.752475,
Austria-Hungary,1833,99,6829,,253,7518.79798,
Austria-Hungary,1834,99,6963,,271,7514.524752,
Austria-Hungary,1835,99,6827,,256,7367.752475,
Austria-Hungary,1836,124,5646,,281,5805.792453,
Austria-Hungary,1837,124,5136,,306,5488.470588,
Austria-Hungary,1838,124,5326,,332,5636.252427,
Austria-Hungary,1839,124,5501,,357,5765.471154,
Austria-Hungary,1840,124,5574,,267,6075.66,
Austria-Hungary,1841,137,5877,,331,6470.636364,
Austria-Hungary,1842,142,5399,,396,6130.114583,
Austria-Hungary,1843,143,5405,,462,6334.892473,
Austria-Hungary,1844,158,5398,,393,6128.979167,
Austria-Hungary,1845,166,5272,,319,5924.206186,
Austria-Hungary,1846,181,5882,,318,6609.670103,
Austria-Hungary,1847,196,6278,,317,6643.708738,
Austria-Hungary,1848,158,7074,,409,8031.9375,
Austria-Hungary,1849,141,15472,,408,17567.16667,
Austria-Hungary,1850,155,11210,,434,13576.55556,
Austria-Hungary,1851,197,10118,,461,12254.02222,
Austria-Hungary,1852,209,9491,,487,11623.80899,
Austria-Hungary,1853,241,10937,,514,12290.03093,
Austria-Hungary,1854,255,17799,,540,19208.82178,
Austria-Hungary,1855,276,17078,,427,18072.83495,
Austria-Hungary,1856,300,11198,,427,11966.4902,
Austria-Hungary,1857,331,11607,,427,12403.55882,
Austria-Hungary,1858,373,12835,,403,14275.66327,
Austria-Hungary,1859,318,22828,,355,24882.52,
Austria-Hungary,1860,313,10621,,306,11576.89,
Austria-Hungary,1861,315,6962,,254,7367.553398,
Austria-Hungary,1862,348,9707,,255,10173.68269,
Austria-Hungary,1863,345,10257,,278,10448.71963,
Austria-Hungary,1864,375,10644,,298,10644,
Austria-Hungary,1865,292,9121,,300,9121,
Austria-Hungary,1866,275,22756,,275,22345.98198,
Austria-Hungary,1867,310,8267,,268,8118.045045,
Austria-Hungary,1868,395,7663,,256,7733.953704,
Austria-Hungary,1869,405,8222,,252,8298.12963,
Austria-Hungary,1870,403,8949,,252,9116.271028,
Austria-Hungary,1871,425,9326,,260,9241.218182,
Austria-Hungary,1872,460,9130,,264,8579.051724,
Austria-Hungary,1873,534,9762,,292,8867.15,
Austria-Hungary,1874,494,9818,,285,9305.756522,
Austria-Hungary,1875,463,9723,,303,9547.810811,
Austria-Hungary,1876,400,10838,,278,10838,
Austria-Hungary,1877,388,9838,,278,10021.88785,
Austria-Hungary,1878,434,14821,,278,15533.54808,
Austria-Hungary,1879,404,14045,,277,14863.15534,
Austria-Hungary,1880,464,10314,,273,11021.82353,
Austria-Hungary,1881,544,10460,,273,11177.84314,
Austria-Hungary,1882,611,12668,,279,13277.03846,
Austria-Hungary,1883,698,10807,,297,11663,
Austria-Hungary,1884,735,11097,,279,12342.58163,
Austria-Hungary,1885,715,10426,,295,11715.81443,
Austria-Hungary,1886,720,10227,,297,11492.19588,
Austria-Hungary,1887,705,13574,,295,15253.25773,
Austria-Hungary,1888,790,13484,,280,14997.5102,
Austria-Hungary,1889,856,12947,,275,13972.50495,
Austria-Hungary,1890,965,12801,,332,13679.5,
Austria-Hungary,1891,922,13455,,315,14665.95,
Austria-Hungary,1892,941,13116,,324,14440.84848,
Austria-Hungary,1893,982,13477,,333,14689.93,
Austria-Hungary,1894,1072,13319,,307,14373.9703,
Austria-Hungary,1895,1128,13719,,312,14953.71,
Austria-Hungary,1896,1218,14144,,305,15572.68687,
Austria-Hungary,1897,1308,16042,,305,17312.65347,
Austria-Hungary,1898,1427,16755,,312,17904.85294,
Austria-Hungary,1899,1467,16462,,308,17253.44231,
Austria-Hungary,1900,1170,16242,,308,16242,
Austria-Hungary,1901,1099,16948,,309,17264.78505,
Austria-Hungary,1902,1167,17147,,309,17632.29245,
Austria-Hungary,1903,1162,17630,,311,18128.96226,
Austria-Hungary,1904,1257,19241,,312,19973.99048,
Austria-Hungary,1905,1459,20591,,313,21375.41905,
Austria-Hungary,1906,1608,20252,,314,20630.54206,
Austria-Hungary,1907,1731,20297,,316,20297,
Austria-Hungary,1908,2018,22296,,314,22502.44444,
Austria-Hungary,1909,1963,26217,,317,26459.75,
Austria-Hungary,1910,2174,23208,,315,22997.01818,
Austria-Hungary,1911,2348,22227,,300,22024.93636,
Austria-Hungary,1912,2708,27376,,322,26175.29825,
Austria-Hungary,1913,2611,37513,,358,35867.69298,
Austria-Hungary,1914,2162,,1042000,839,,13852172.08
Austria-Hungary,1915,2667,,2013000,3800,,25959774.8
Austria-Hungary,1916,2781,,2445000,839,,27963833.8
Austria-Hungary,1917,2896,,2862000,839,,26542375.99
Austria-Hungary,1918,,,2133000,839,,16974865.89
Bahamas,1976,,,5500,,,13615.32648
Bahamas,1977,,,4800,,,11185.88503
Bahamas,1978,,,4900,,,10671.83511
Bahamas,1979,,,2700,,,5431.171702
Bahamas,1980,,,5000,,,9226.002704
Bahamas,1981,,,6600,,,11139.20033
Bahamas,1982,,,9000,,,14302.54221
Bahamas,1983,,,8000,,,12231.51606
Bahamas,1984,,,8600,,,12696.12403
Bahamas,1985,,,9600,1,,13734.17191
Bahamas,1986,,,11100,,,15564.7089
Bahamas,1987,,,14337,,,19603.55535
Bahamas,1988,,,77700,,,102659.7773
Bahamas,1989,,,66500,2,,84573.45861
Bahamas,1990,,,65700,1,,80577.69957
Bahamas,1991,,,48000,,,56966.95652
Bahamas,1992,,,17800,1,,20655.26428
Bahamas,1993,,,,1,,
Bahamas,1994,,,20000,,,22195.41943
Bahamas,1995,,,19000,,,20657.32873
Bahamas,1996,,,22000,,,23488.65711
Bahamas,1997,,,22000,,,23094.21869
Bahamas,1998,,,26000,,,26998.98554
Bahamas,1999,,,26000,1,,26590.98289
Bahamas,2000,,,30000,1,,30000
Bahamas,2001,,,29000,1,,28355.9403
Bahamas,2002,,,28000,1,,26962.84102
Bahamas,2003,,,33000,1,,31154.83053
Bahamas,2004,,,34000,1,,31241.69659
Bahamas,2005,,,36000,1,,32047.39646
Bahamas,2006,,,48000,1,,41458.91784
Bahamas,2007,,,58000,1,,48794.12369
Bahrain,1971,,,8847,1,,30262.35714
Bahrain,1972,,,11172,3,,36624.30264
Bahrain,1973,,,14525,3,,45157.64047
Bahrain,1974,,,23562,2,,67229.69268
Bahrain,1975,,,14665,2,,38294.54241
Bahrain,1976,,,23508,2,,58194.38089
Bahrain,1977,,,36138,2,,84215.73193
Bahrain,1978,,,50593,2,,110187.7864
Bahrain,1979,,,57667,2,,115999.7698
Bahrain,1980,,,157809,2,,291189.2521
Bahrain,1981,,,215604,2,,363887.2951
Bahrain,1982,,,281023,2,,446593.7021
Bahrain,1983,,,332550,2,,508448.8331
Bahrain,1984,,,319082,3,,471058.68
Bahrain,1985,,,151000,3,,216027.079
Bahrain,1986,,,134840,4,,189076.1575
Bahrain,1987,,,143365,4,,196028.7168
Bahrain,1988,,,164894,5,,217863.3375
Bahrain,1989,,,183560,5,,233448.1814
Bahrain,1990,,,201920,8,,247644.5829
Bahrain,1991,,,237000,8,,281274.3478
Bahrain,1992,,,252000,7,,292422.8426
Bahrain,1993,,,245000,7,,277689.2734
Bahrain,1994,,,261000,8,,289650.2236
Bahrain,1995,,,273000,8,,296813.197
Bahrain,1996,,,295000,9,,314961.5385
Bahrain,1997,,,364000,9,,382104.3456
Bahrain,1998,,,410000,9,,425753.2336
Bahrain,1999,,,441000,9,,451023.979
Bahrain,2000,,,322000,11,,322000
Bahrain,2001,,,364000,11,,355915.9403
Bahrain,2002,,,332000,11,,319702.2578
Bahrain,2003,,,461000,11,,435223.5416
Bahrain,2004,,,474000,11,,435546.0054
Bahrain,2005,,,500000,11,,445102.7286
Bahrain,2006,,,532000,11,,459503.006
Bahrain,2007,,,539000,11,,453448.8391
Bangladesh,1972,107,,,47,,
Bangladesh,1973,68,,41204,86,,128101.5778
Bangladesh,1974,74,,69518,100,,198356.4118
Bangladesh,1975,76,,75630,100,,197491.7315
Bangladesh,1976,90,,91614,126,,226791.731
Bangladesh,1977,108,,108162,126,,252059.9368
Bangladesh,1978,117,,112564,129,,245156.0096
Bangladesh,1979,126,,127186,120,,255840.3719
Bangladesh,1980,137,,162840,71,,300472.4561
Bangladesh,1981,139,,153432,77,,258956.028
Bangladesh,1982,109,,240008,77,,381413.8389
Bangladesh,1983,47,,177906,77,,272007.5119
Bangladesh,1984,73,,262040,81,,386847.9466
Bangladesh,1985,101,,169700,91,,242780.1013
Bangladesh,1986,96,,216750,91,,303932.4914
Bangladesh,1987,82,,326000,102,,445752.8803
Bangladesh,1988,70,,315972,102,,417472.5247
Bangladesh,1989,86,,289000,103,,367544.8051
Bangladesh,1990,75,,326900,103,,400926.1794
Bangladesh,1991,58,,303310,107,,359971.8246
Bangladesh,1992,36,,355000,107,,411944.8774
Bangladesh,1993,32,,355000,107,,402366.09
Bangladesh,1994,34,,475000,113,,527141.2115
Bangladesh,1995,36,,500000,115,,543613.914
Bangladesh,1996,37,,554000,113,,591487.0926
Bangladesh,1997,40,,593000,110,,622494.1674
Bangladesh,1998,40,,631000,110,,655244.6107
Bangladesh,1999,,,667000,110,,682160.9841
Bangladesh,2000,,,691000,137,,691000
Bangladesh,2001,,,639000,137,,624808.4776
Bangladesh,2002,,,607000,137,,584515.8749
Bangladesh,2003,,,645000,126,,608935.324
Bangladesh,2004,,,775000,125,,712126.9075
Bangladesh,2005,,,889000,125,,791392.6514
Bangladesh,2006,,,938000,126,,810176.3527
Bangladesh,2007,,,998000,127,,839595.4387
Barbados,1971,,,600,,,2052.380952
Barbados,1972,,,800,,,2622.578062
Barbados,1973,,,1000,,,3108.959757
Barbados,1974,,,1000,,,2853.310105
Barbados,1975,,,1000,,,2611.288265
Barbados,1976,,,800,,,1980.411125
Barbados,1977,,,1000,,,2330.392715
Barbados,1978,,,1000,,,2177.925532
Barbados,1979,,,3000,2,,6034.635225
Barbados,1980,,,10000,1,,18452.00541
Barbados,1981,,,11000,1,,18565.33388
Barbados,1982,,,8000,1,,12713.37085
Barbados,1983,,,9000,1,,13760.45556
Barbados,1984,,,11000,1,,16239.22841
Barbados,1985,,,10000,1,,14306.42907
Barbados,1986,,,9000,1,,12620.03425
Barbados,1987,,,8000,1,,10938.72099
Barbados,1988,,,11000,,,14533.55921
Barbados,1989,,,10000,,,12717.81333
Barbados,1990,,,21300,,,26123.36379
Barbados,1993,,,12000,,,13601.10727
Barbados,1994,,,13000,,,14427.02263
Barbados,1995,,,14000,,,15221.18959
Barbados,1996,,,14000,,,14947.32725
Barbados,1997,,,12000,,,12596.84656
Barbados,1998,,,13000,,,13499.49277
Barbados,1999,,,12000,,,12272.76133
Barbados,2000,,,13000,1,,13000
Barbados,2001,,,13000,1,,12711.28358
Barbados,2002,,,13000,1,,12518.4619
Barbados,2003,,,24000,1,,22658.05857
Barbados,2004,,,24000,1,,22052.9623
Barbados,2005,,,26000,1,,23145.34188
Barbados,2006,,,27000,1,,23320.64128
Barbados,2007,,,28000,1,,23555.78385
Belarus,1991,1123,,,,,
Belarus,1992,1105,,1647000,102,,1911192.15
Belarus,1993,946,,931000,115,,1055219.239
Belarus,1994,880,,430000,75,,477201.5178
Belarus,1995,744,,496000,75,,539265.0027
Belarus,1996,886,,501000,75,,534900.7823
Belarus,1997,1219,,451000,,,473431.4831
Belarus,1998,1412,,471000,,,489097.0074
Belarus,1999,1448,,466000,81,,476592.2318
Belarus,2000,1502,,2100000,83,,2100000
Belarus,2001,1486,,1960000,83,,1916470.448
Belarus,2002,1484,,2400000,80,,2311100.659
Belarus,2003,1591,,2400000,73,,2265805.857
Belarus,2004,1792,,219000,72,,201233.281
Belarus,2005,2027,,324000,72,,288426.5681
Belarus,2006,2324,,466000,73,,402496.994
Belarus,2007,2410,,572000,73,,481211.0129
Bavaria,1816,10,549,,,,
Bavaria,1817,10,604,,,,
Bavaria,1818,10,712,,,,
Bavaria,1819,10,760,,,,
Bavaria,1820,10,722,,,,
Bavaria,1821,10,660,,,,
Bavaria,1822,10,675,,,,
Bavaria,1823,10,661,,,,
Bavaria,1824,10,655,,,,
Bavaria,1825,10,642,,,,
Bavaria,1826,10,638,,,,
Bavaria,1827,10,635,,,,
Bavaria,1828,10,631,,54,,
Bavaria,1829,10,630,,,,
Bavaria,1830,10,629,,54,623.2818182,
Bavaria,1831,10,627,,54,650.8857143,
Bavaria,1832,10,622,,,671.2673267,
Bavaria,1833,10,611,,,672.7171717,
Bavaria,1834,10,623,,,672.3465347,
Bavaria,1835,10,622,,,671.2673267,
Bavaria,1836,10,617,,,634.4622642,
Bavaria,1837,10,619,,,661.4803922,
Bavaria,1838,10,616,,,651.8834951,
Bavaria,1839,10,625,,,655.0480769,
Bavaria,1840,10,613,,56,668.17,
Bavaria,1841,10,613,,,674.9191919,
Bavaria,1842,20,,,,,
Bavaria,1843,20,603,,,706.7419355,
Bavaria,1844,20,606,,,688.0625,
Bavaria,1845,20,605,,,679.8453608,
Bavaria,1846,20,605,,58,679.8453608,
Bavaria,1847,20,610,,,645.5339806,
Bavaria,1848,20,605,,58,686.9270833,
Bavaria,1849,20,800,,58,908.3333333,
Bavaria,1850,20,796,,58,964.0444444,
Bavaria,1851,20,811,,58,982.2111111,
Bavaria,1852,20,845,,70,1034.88764,
Bavaria,1853,20,843,,72,947.2886598,
Bavaria,1854,20,843,,,909.7722772,
Bavaria,1855,20,843,,88,892.1067961,
Bavaria,1856,30,762,,88,814.2941176,
Bavaria,1857,30,763,,87,815.3627451,
Bavaria,1858,30,762,,88,847.5306122,
Bavaria,1859,30,756,,104,824.04,
Bavaria,1860,20,767,,,836.03,
Bavaria,1861,20,960,,105,1015.92233,
Bavaria,1862,30,957,,104,1003.009615,
Bavaria,1863,30,961,,103,978.9626168,
Bavaria,1864,30,958,,,958,
Bavaria,1865,30,959,,103,959,
Bavaria,1866,30,962,,73,944.6666667,
Bavaria,1867,30,960,,74,942.7027027,
Bavaria,1868,30,,,50,,
Bavaria,1869,30,1363,,50,1375.62037,
Bavaria,1870,30,1247,,,1270.308411,
Bavaria,1871,30,1247,,30,1235.663636,
Belgium,1830,90,2964,,62,2937.054545,
Belgium,1831,90,2906,,54,3016.704762,
Belgium,1832,93,2847,,46,3072.50495,
Belgium,1833,95,1978,,38,2177.79798,
Belgium,1834,100,1669,,30,1801.19802,
Belgium,1835,115,1622,,30,1750.475248,
Belgium,1836,135,1452,,30,1493.09434,
Belgium,1837,150,1626,,46,1737.588235,
Belgium,1838,132,1644,,48,1739.76699,
Belgium,1839,100,1946,,50,2039.557692,
Belgium,1840,95,1275,,45,1389.75,
Belgium,1841,90,1244,,41,1369.656566,
Belgium,1842,96,1210,,36,1373.854167,
Belgium,1843,98,1193,,32,1398.247312,
Belgium,1844,107,1138,,32,1292.104167,
Belgium,1845,135,1154,,32,1296.762887,
Belgium,1846,189,1156,,32,1299.010309,
Belgium,1847,248,1206,,32,1276.252427,
Belgium,1848,162,1442,,33,1637.270833,
Belgium,1849,149,1126,,34,1278.479167,
Belgium,1850,145,1116,,35,1351.6,
Belgium,1851,168,1554,,36,1882.066667,
Belgium,1852,179,1589,,37,1946.078652,
Belgium,1853,230,1538,,38,1728.268041,
Belgium,1854,285,1543,,39,1665.217822,
Belgium,1855,294,1546,,40,1636.058252,
Belgium,1856,322,1587,,40,1695.911765,
Belgium,1857,302,1431,,40,1529.205882,
Belgium,1858,324,1443,,40,1604.969388,
Belgium,1859,319,1755,,40,1912.95,
Belgium,1860,320,1457,,40,1588.13,
Belgium,1861,312,1501,,40,1588.436893,
Belgium,1862,357,1533,,40,1606.701923,
Belgium,1863,392,1606,,40,1636.018692,
Belgium,1864,450,1606,,40,1606,
Belgium,1865,471,1516,,40,1516,
Belgium,1866,482,1665,,40,1635,
Belgium,1867,423,1596,,40,1567.243243,
Belgium,1868,436,1579,,40,1593.62037,
Belgium,1869,534,1588,,40,1602.703704,
Belgium,1870,565,2469,,40,2515.149533,
Belgium,1871,609,1885,,40,1867.863636,
Belgium,1872,656,1697,,40,1594.594828,
Belgium,1873,607,1664,,40,1511.466667,
Belgium,1874,533,1860,,40,1762.956522,
Belgium,1875,542,1958,,43,1922.720721,
Belgium,1876,491,2018,,46,2018,
Belgium,1877,471,2059,,46,2097.485981,
Belgium,1878,465,1993,,46,2088.817308,
Belgium,1879,453,1977,,46,2092.165049,
Belgium,1880,608,2037,,46,2176.794118,
Belgium,1881,625,2037,,46,2176.794118,
Belgium,1882,727,2064,,46,2163.230769,
Belgium,1883,783,2078,,45,2242.594059,
Belgium,1884,751,2096,,47,2331.265306,
Belgium,1885,713,2046,,46,2299.113402,
Belgium,1886,702,1991,,45,2237.309278,
Belgium,1887,756,1939,,45,2178.876289,
Belgium,1888,827,1980,,48,2202.244898,
Belgium,1889,832,1996,,48,2154.09901,
Belgium,1890,788,2023,,45,2161.833333,
Belgium,1891,684,2025,,49,2207.25,
Belgium,1892,753,2049,,51,2255.969697,
Belgium,1893,745,2034,,47,2217.06,
Belgium,1894,819,2043,,47,2204.821782,
Belgium,1895,829,2074,,47,2260.66,
Belgium,1896,959,2069,,48,2277.989899,
Belgium,1897,1035,2102,,49,2268.49505,
Belgium,1898,980,2259,,47,2414.029412,
Belgium,1899,1025,2272,,49,2381.230769,
Belgium,1900,655,2387,,51,2387,
Belgium,1901,516,2471,,48,2517.186916,
Belgium,1902,769,2523,,49,2594.40566,
Belgium,1903,969,2521,,46,2592.349057,
Belgium,1904,1091,2540,,44,2636.761905,
Belgium,1905,1227,2487,,44,2581.742857,
Belgium,1906,1395,2717,,44,2767.785047,
Belgium,1907,1467,2849,,44,2849,
Belgium,1908,1198,2581,,46,2604.898148,
Belgium,1909,1580,2636,,46,2660.407407,
Belgium,1910,1892,2606,,48,2582.309091,
Belgium,1911,2028,2704,,47,2679.418182,
Belgium,1912,2442,3058,,47,2923.877193,
Belgium,1913,2467,3410,,48,3260.438596,
Belgium,1914,1396,,9847,115,,130904.3555
Belgium,1915,99,,11642,156,,150135.9654
Belgium,1916,99,,19716,189,,225494.8659
Belgium,1917,10,,23977,194,,222364.2729
Belgium,1918,11,,28120,209,,223784.9174
Belgium,1919,334,,35107,212,,272762.0712
Belgium,1920,1253,,38050,156,,259443.3389
Belgium,1921,789,,39382,100,,314940.623
Belgium,1922,1565,,39752,117,,336638.1882
Belgium,1923,2297,,30321,133,,249797.4537
Belgium,1924,2875,,25652,82,,213914.6925
Belgium,1925,2549,,28872,82,,236432.808
Belgium,1926,3339,,17975,83,,146610.8317
Belgium,1927,3680,,17767,66,,148463.2276
Belgium,1928,3905,,24395,65,,202197.0192
Belgium,1929,4110,,27063,67,,223857.4818
Belgium,1930,3354,,39217,69,,336633.1373
Belgium,1931,3105,,38851,66,,372106.2444
Belgium,1932,2790,,33474,67,,363070.9748
Belgium,1933,2731,,47928,66,,533989.649
Belgium,1934,2944,,66961,68,,707540.1665
Belgium,1935,3023,,43984,68,,455353.952
Belgium,1936,3168,,52691,67,,538684.8926
Belgium,1937,3863,,55382,72,,543792.8034
Belgium,1938,2279,,63225,90,,638408.7855
Belgium,1939,3104,,63255,85,,644272.6306
Belgium,1940,1894,,289421,82,,2915213.492
Belgium,1945,749,,561299,80,,4466936.357
Belgium,1946,2297,,865450,79,,6099113.64
Belgium,1947,2882,,572702,75,,3638368.253
Belgium,1948,3920,,440764,71,,2653982.644
Belgium,1949,3849,,174317,70,,1051164.884
Belgium,1950,3777,,166920,74,,994114.8218
Belgium,1951,5054,,267099,77,,1485919.641
Belgium,1952,5067,,395346,81,,2162650.898
Belgium,1953,4497,,392921,86,,2122447.275
Belgium,1954,4973,,399539,91,,2138447.628
Belgium,1955,5852,,341340,94,,1796422.404
Belgium,1956,6312,,341573,98,,1738434.616
Belgium,1957,6233,,365511,101,,1799861.443
Belgium,1958,5980,,366093,106,,1763491.516
