Entity,Year,Fruit consumption per capita- FAOstat
Malawi,1963,53.51
Malawi,1964,53.16
Malawi,1965,52.78
Malawi,1966,53
Malawi,1967,53.19
Malawi,1968,52.74
Malawi,1969,52.13
Malawi,1970,51.82
Malawi,1971,52.04
Malawi,1972,52.77
Malawi,1973,53.44
Malawi,1974,53.78
Malawi,1975,54.59
Malawi,1976,55.29
Malawi,1977,54.6
Malawi,1978,54.8
Malawi,1979,54.38
Malawi,1980,54.12
Malawi,1981,54.62
Malawi,1982,55.26
Malawi,1983,55.19
Malawi,1984,53.8
Malawi,1985,52.68
Malawi,1986,51.7
Malawi,1987,49.39
Malawi,1988,47.56
Malawi,1989,46.72
Malawi,1990,45.95
Malawi,1991,46.5
Malawi,1992,44.24
Malawi,1993,46.09
Malawi,1994,44.86
Malawi,1995,45.61
Malawi,1996,45.61
Malawi,1997,43.72
Malawi,1998,43.09
Malawi,1999,59.39
Malawi,2000,60.09
Malawi,2001,59.24
Malawi,2002,62.36
Malawi,2003,64.85
Malawi,2004,67.16
Malawi,2005,65.78
Malawi,2006,66.84
Malawi,2007,66.31
Malawi,2008,65.78
Malawi,2009,66.35
Malawi,2010,63.99
Malawi,2011,61.76
Malawi,2012,61.9
Malawi,2013,62.32
Maldives,1961,48.02
Maldives,1962,47.53
Maldives,1963,48.03
Maldives,1964,48.02
Maldives,1965,48.04
Maldives,1966,48.03
Maldives,1967,48.05
Maldives,1968,48.48
Maldives,1969,48.05
Maldives,1970,51.48
Maldives,1971,52.23
Maldives,1972,53.3
Maldives,1973,52.38
Maldives,1974,51.9
Maldives,1975,51.23
Maldives,1976,50.81
Maldives,1977,50.73
Maldives,1978,50.35
Maldives,1979,49.66
Maldives,1980,49.01
Maldives,1981,48.3
Maldives,1982,47.82
Maldives,1983,48.07
Maldives,1984,46.96
Maldives,1985,45.49
Maldives,1986,44.57
Maldives,1987,41.94
Maldives,1988,40.5
Maldives,1989,60.56
Maldives,1990,27.31
Maldives,1991,29.74
Maldives,1992,29.97
Maldives,1993,70.99
Maldives,1994,82.75
Maldives,1995,72.74
Maldives,1996,82.41
Maldives,1997,72.85
Maldives,1998,71.18
Maldives,1999,62.17
Maldives,2000,67.06
Maldives,2001,66.92
Maldives,2002,69.06
Maldives,2003,70.65
Maldives,2004,100.62
Maldives,2005,84.76
Maldives,2006,104.41
Maldives,2007,104.7
Maldives,2008,108.06
Maldives,2009,95.67
Maldives,2010,92.08
Maldives,2011,103.45
Maldives,2012,153.17
Maldives,2013,157.88
Mauritania,1961,15.39
Mauritania,1962,14.14
Mauritania,1963,14.05
Mauritania,1964,14.49
Mauritania,1965,15.45
Mauritania,1966,13.27
Mauritania,1967,13.15
Mauritania,1968,12.5
Mauritania,1969,11.12
Mauritania,1970,13.54
Mauritania,1971,9.36
Mauritania,1972,9.19
Mauritania,1973,9.28
Mauritania,1974,8.84
Mauritania,1975,9.68
Mauritania,1976,10.85
Mauritania,1977,8.69
Mauritania,1978,8.47
Mauritania,1979,9.56
Mauritania,1980,8.9
Mauritania,1981,7.99
Mauritania,1982,8.14
Mauritania,1983,18.2
Mauritania,1984,30.16
Mauritania,1985,7.32
Mauritania,1986,7.18
Mauritania,1987,6.54
Mauritania,1988,7.05
Mauritania,1989,6.7
Mauritania,1990,6.1
Mauritania,1991,7.16
Mauritania,1992,5.76
Mauritania,1993,8.95
Mauritania,1994,11.13
Mauritania,1995,10.94
Mauritania,1996,9.92
Mauritania,1997,11.38
Mauritania,1998,6.73
Mauritania,1999,9.51
Mauritania,2000,10.32
Mauritania,2001,9.59
Mauritania,2002,10.88
Mauritania,2003,9.89
Mauritania,2004,10.18
Mauritania,2005,10.76
Mauritania,2006,8.85
Mauritania,2007,16.67
Mauritania,2008,17.19
Mauritania,2009,12.94
Mauritania,2010,12.13
Mauritania,2011,11.44
Mauritania,2012,14.43
Mauritania,2013,11.34
Mali,1961,14.71
Mali,1962,14.41
Mali,1963,14.03
Mali,1964,14
Mali,1965,15.21
Mali,1966,15.12
Mali,1967,15.08
Mali,1968,14.88
Mali,1969,16.47
Mali,1970,16.96
Mali,1971,17.12
Mali,1972,16.75
Mali,1973,16.91
Mali,1974,17.44
Mali,1975,17.26
Mali,1976,17.55
Mali,1977,17.81
Mali,1978,18.52
Mali,1979,18.01
Mali,1980,18.19
Mali,1981,18.21
Mali,1982,17.96
Mali,1983,17.78
Mali,1984,18.19
Mali,1985,18.05
Mali,1986,19.08
Mali,1987,19.05
Mali,1988,18.44
Mali,1989,18.57
Mali,1990,19.49
Mali,1991,20.06
Mali,1992,20.57
Mali,1993,20.73
Mali,1994,22.93
Mali,1995,22.97
Mali,1996,26.7
Mali,1997,27.26
Mali,1998,28.1
Mali,1999,27.35
Mali,2000,24.78
Mali,2001,29.33
Mali,2002,24.66
Mali,2003,28.88
Mali,2004,31.07
Mali,2005,27.29
Mali,2006,31.01
Mali,2007,30.83
Mali,2008,28
Mali,2009,27.71
Mali,2010,30.95
Mali,2011,27.84
Mali,2012,31.24
Mali,2013,28.7
Malta,1961,52.66
Malta,1962,55.28
Malta,1963,50.68
Malta,1964,54.62
Malta,1965,46.03
Malta,1966,53.15
Malta,1967,54.91
Malta,1968,52.6
Malta,1969,60.3
Malta,1970,59.07
Malta,1971,61.29
Malta,1972,66.3
Malta,1973,58.7
Malta,1974,56.62
Malta,1975,67.25
Malta,1976,73.56
Malta,1977,55.77
Malta,1978,58.23
Malta,1979,60.08
Malta,1980,69.91
Malta,1981,67.33
Malta,1982,68.44
Malta,1983,60.94
Malta,1984,65.04
Malta,1985,72.39
Malta,1986,68.79
Malta,1987,74.39
Malta,1988,81.95
Malta,1989,73.61
Malta,1990,85.53
Malta,1991,82.58
Malta,1992,82.85
Malta,1993,95.66
Malta,1994,92.61
Malta,1995,111.88
Malta,1996,86.18
Malta,1997,88.09
Malta,1998,101.64
Malta,1999,96.34
Malta,2000,98.19
Malta,2001,94.71
Malta,2002,92.48
Malta,2003,101.79
Malta,2004,105.54
Malta,2005,114.58
Malta,2006,99.56
Malta,2007,93.91
Malta,2008,98.4
Malta,2009,99.41
Malta,2010,73.95
Malta,2011,84.97
Malta,2012,84.6
Malta,2013,76.2
Moldova,1992,55.73
Moldova,1993,82.01
Moldova,1994,67.71
Moldova,1995,59.99
Moldova,1996,64.17
Moldova,1997,76.22
Moldova,1998,54.84
Moldova,1999,55.26
Moldova,2000,53.82
Moldova,2001,55.75
Moldova,2002,55.05
Moldova,2003,50.43
Moldova,2004,42.84
Moldova,2005,42.35
Moldova,2006,45.91
Moldova,2007,46.57
Moldova,2008,54.02
Moldova,2009,38.27
Moldova,2010,40.92
Moldova,2011,43.7
Moldova,2012,62.04
Moldova,2013,55.5
Mexico,1961,54.94
Mexico,1962,60.1
Mexico,1963,64.01
Mexico,1964,63.27
Mexico,1965,78.82
Mexico,1966,81.94
Mexico,1967,82.3
Mexico,1968,78.18
Mexico,1969,71.27
Mexico,1970,70.38
Mexico,1971,84.32
Mexico,1972,78.45
Mexico,1973,80.8
Mexico,1974,76.31
Mexico,1975,81.03
Mexico,1976,82.39
Mexico,1977,81.21
Mexico,1978,86.42
Mexico,1979,82.07
Mexico,1980,90.33
Mexico,1981,97.61
Mexico,1982,104.11
Mexico,1983,97.18
Mexico,1984,103.81
Mexico,1985,97.65
Mexico,1986,98.03
Mexico,1987,94.36
Mexico,1988,95.86
Mexico,1989,90.36
Mexico,1990,88.88
Mexico,1991,88.63
Mexico,1992,94.26
Mexico,1993,93.26
Mexico,1994,100.26
Mexico,1995,99.35
Mexico,1996,104.96
Mexico,1997,102.27
Mexico,1998,90.41
Mexico,1999,98.07
Mexico,2000,106.77
Mexico,2001,114.2
Mexico,2002,112.46
Mexico,2003,111.68
Mexico,2004,114.02
Mexico,2005,108.66
Mexico,2006,112.38
Mexico,2007,109.56
Mexico,2008,111.21
Mexico,2009,107.36
Mexico,2010,97.45
Mexico,2011,100.67
Mexico,2012,98.06
Mexico,2013,107.44
Mauritius,1961,7.29
Mauritius,1962,7.17
Mauritius,1963,11.38
Mauritius,1964,9.19
Mauritius,1965,16.13
Mauritius,1966,14.76
Mauritius,1967,15.66
Mauritius,1968,16.01
Mauritius,1969,15.48
Mauritius,1970,12.55
Mauritius,1971,16.74
Mauritius,1972,16.81
Mauritius,1973,15.07
Mauritius,1974,15.34
Mauritius,1975,11.86
Mauritius,1976,16.45
Mauritius,1977,17
Mauritius,1978,17.26
Mauritius,1979,14.88
Mauritius,1980,13.71
Mauritius,1981,13.57
Mauritius,1982,12.51
Mauritius,1983,13.1
Mauritius,1984,9.21
Mauritius,1985,10.67
Mauritius,1986,11.52
Mauritius,1987,12.76
Mauritius,1988,15.57
Mauritius,1989,16.4
Mauritius,1990,19.46
Mauritius,1991,23.33
Mauritius,1992,24.79
Mauritius,1993,29.68
Mauritius,1994,29.9
Mauritius,1995,29.39
Mauritius,1996,29.26
Mauritius,1997,30.44
Mauritius,1998,30.42
Mauritius,1999,32.09
Mauritius,2000,36.36
Mauritius,2001,38.82
Mauritius,2002,36.81
Mauritius,2003,44.13
Mauritius,2004,44.76
Mauritius,2005,42.51
Mauritius,2006,44.91
Mauritius,2007,45.35
Mauritius,2008,55.36
Mauritius,2009,57.42
Mauritius,2010,51.19
Mauritius,2011,54.13
Mauritius,2012,58.36
Mauritius,2013,66.93
Morocco,1961,25.44
Morocco,1962,24.45
Morocco,1963,24.94
Morocco,1964,29.51
Morocco,1965,26.93
Morocco,1966,29.6
Morocco,1967,30.85
Morocco,1968,33.8
Morocco,1969,28.1
Morocco,1970,31.02
Morocco,1971,32.02
Morocco,1972,32.03
Morocco,1973,35.8
Morocco,1974,38.1
Morocco,1975,31.76
Morocco,1976,32.32
Morocco,1977,36.13
Morocco,1978,40.08
Morocco,1979,34.99
Morocco,1980,32.17
Morocco,1981,37.41
Morocco,1982,38.56
Morocco,1983,39.69
Morocco,1984,43.67
Morocco,1985,40.84
Morocco,1986,51.4
Morocco,1987,44.62
Morocco,1988,53.42
Morocco,1989,66.62
Morocco,1990,51.75
Morocco,1991,60.33
Morocco,1992,55.58
Morocco,1993,65.11
Morocco,1994,62.9
Morocco,1995,49.29
Morocco,1996,58.74
Morocco,1997,62.45
Morocco,1998,67.26
Morocco,1999,61.74
Morocco,2000,67.43
Morocco,2001,51.57
Morocco,2002,63.55
Morocco,2003,66.63
Morocco,2004,68.91
Morocco,2005,66.63
Morocco,2006,71.28
Morocco,2007,66.23
Morocco,2008,59.93
Morocco,2009,78.68
Morocco,2010,78.56
Morocco,2011,87.51
Morocco,2012,91.14
Morocco,2013,85.31
Mongolia,1961,2.45
Mongolia,1962,2.43
Mongolia,1963,2.4
Mongolia,1964,2.37
Mongolia,1965,2.42
Mongolia,1966,2.36
Mongolia,1967,2.41
Mongolia,1968,2.45
Mongolia,1969,2.49
Mongolia,1970,2.6
Mongolia,1971,3.58
Mongolia,1972,4.45
Mongolia,1973,4.29
Mongolia,1974,3.85
Mongolia,1975,3.63
Mongolia,1976,3.42
Mongolia,1977,3.43
Mongolia,1978,3.56
Mongolia,1979,4.32
Mongolia,1980,4.69
Mongolia,1981,6.62
Mongolia,1982,6.25
Mongolia,1983,2.87
Mongolia,1984,4.11
Mongolia,1985,3.97
Mongolia,1986,3.19
Mongolia,1987,3.76
Mongolia,1988,6.18
Mongolia,1989,5.28
Mongolia,1990,4.7
Mongolia,1991,2.92
Mongolia,1992,1.39
Mongolia,1993,1.58
Mongolia,1994,2.44
Mongolia,1995,4.26
Mongolia,1996,5.84
Mongolia,1997,8.85
Mongolia,1998,11.66
Mongolia,1999,9.26
Mongolia,2000,10.72
Mongolia,2001,10.76
Mongolia,2002,13.95
Mongolia,2003,17.13
Mongolia,2004,16.03
Mongolia,2005,13.1
Mongolia,2006,26.39
Mongolia,2007,38.65
Mongolia,2008,24.09
Mongolia,2009,25.16
Mongolia,2010,28.57
Mongolia,2011,29.05
Mongolia,2012,28.81
Mongolia,2013,30.11
Montenegro,2006,136.31
Montenegro,2007,183.98
Montenegro,2008,223.69
Montenegro,2009,201.13
Montenegro,2010,165.91
Montenegro,2011,171.07
Montenegro,2012,120.12
Montenegro,2013,136.93
Namibia,1961,29.17
Namibia,1962,29.15
Namibia,1963,31.2
Namibia,1964,31.13
Namibia,1965,31.63
Namibia,1966,30.86
Namibia,1967,30.67
Namibia,1968,29.88
Namibia,1969,29.68
Namibia,1970,28.27
Namibia,1971,29.66
Namibia,1972,30.36
Namibia,1973,29.44
Namibia,1974,30.1
Namibia,1975,29.3
Namibia,1976,30.06
Namibia,1977,30.32
Namibia,1978,29.66
Namibia,1979,29.97
Namibia,1980,29.32
Namibia,1981,29.59
Namibia,1982,29.8
Namibia,1983,29.11
Namibia,1984,29.14
Namibia,1985,28.2
Namibia,1986,27.11
Namibia,1987,25.98
Namibia,1988,26.23
Namibia,1989,25.13
Namibia,1990,24.07
Namibia,1991,24.55
Namibia,1992,22.59
Namibia,1993,22.51
Namibia,1994,22.98
Namibia,1995,22.54
Namibia,1996,22.65
Namibia,1997,25.63
Namibia,1998,42.04
Namibia,1999,33.27
Namibia,2000,29.47
Namibia,2001,33.91
Namibia,2002,25.95
Namibia,2003,24.16
Namibia,2004,28.03
Namibia,2005,29.27
Namibia,2006,30.64
Namibia,2007,27.23
Namibia,2008,24.17
Namibia,2009,20.56
Namibia,2010,23.38
Namibia,2011,26.76
Namibia,2012,63.77
Namibia,2013,72.82
Mozambique,1961,26.59
Mozambique,1962,25.46
Mozambique,1963,26.98
Mozambique,1964,25.95
Mozambique,1965,25.82
Mozambique,1966,26.05
Mozambique,1967,25.07
Mozambique,1968,25.11
Mozambique,1969,27.36
Mozambique,1970,26.94
Mozambique,1971,30.53
Mozambique,1972,29.66
Mozambique,1973,29.62
Mozambique,1974,28.86
Mozambique,1975,23.76
Mozambique,1976,24.74
Mozambique,1977,25.25
Mozambique,1978,24
Mozambique,1979,23.32
Mozambique,1980,22.85
Mozambique,1981,23.07
Mozambique,1982,22.79
Mozambique,1983,22.7
Mozambique,1984,21.98
Mozambique,1985,21.83
Mozambique,1986,22.84
Mozambique,1987,23.67
Mozambique,1988,24.19
Mozambique,1989,24.36
Mozambique,1990,24.44
Mozambique,1991,22.13
Mozambique,1992,17.39
Mozambique,1993,20.02
Mozambique,1994,18.22
Mozambique,1995,19.09
Mozambique,1996,19.76
Mozambique,1997,19.77
Mozambique,1998,19.78
Mozambique,1999,19.45
Mozambique,2000,14.59
Mozambique,2001,15.11
Mozambique,2002,18.25
Mozambique,2003,18.56
Mozambique,2004,18.24
Mozambique,2005,18.64
Mozambique,2006,20.18
Mozambique,2007,21.62
Mozambique,2008,22.49
Mozambique,2009,23.68
Mozambique,2010,24.9
Mozambique,2011,24.16
Mozambique,2012,27.84
Mozambique,2013,26.04
Myanmar,1961,35.37
Myanmar,1962,35.7
Myanmar,1963,32.29
Myanmar,1964,30.83
Myanmar,1965,30.99
Myanmar,1966,31.05
Myanmar,1967,30.88
Myanmar,1968,30.19
Myanmar,1969,23.74
Myanmar,1970,24.11
Myanmar,1971,24
Myanmar,1972,23.89
Myanmar,1973,23.57
Myanmar,1974,23.67
Myanmar,1975,23.58
Myanmar,1976,23.69
Myanmar,1977,23.85
Myanmar,1978,22.79
Myanmar,1979,22.18
Myanmar,1980,21.71
Myanmar,1981,21.21
Myanmar,1982,21.05
Myanmar,1983,21.2
Myanmar,1984,20.73
Myanmar,1985,20.51
Myanmar,1986,20.9
Myanmar,1987,20.87
Myanmar,1988,21
Myanmar,1989,21.17
Myanmar,1990,20.88
Myanmar,1991,20.87
Myanmar,1992,20.56
Myanmar,1993,21.28
Myanmar,1994,22.52
Myanmar,1995,23.25
Myanmar,1996,23.12
Myanmar,1997,24.68
Myanmar,1998,26.58
Myanmar,1999,27.34
Myanmar,2000,27.78
Myanmar,2001,28.34
Myanmar,2002,29.61
Myanmar,2003,29.68
Myanmar,2004,32.43
Myanmar,2005,33.11
Myanmar,2006,36.13
Myanmar,2007,36.18
Myanmar,2008,35.47
Myanmar,2009,35.14
Myanmar,2010,35.52
Myanmar,2011,39.43
Myanmar,2012,38.54
Myanmar,2013,39.32
Netherlands,1961,63.51
Netherlands,1962,66.92
Netherlands,1963,70.34
Netherlands,1964,84.07
Netherlands,1965,74.6
Netherlands,1966,74.86
Netherlands,1967,90.29
Netherlands,1968,87.4
Netherlands,1969,88.58
Netherlands,1970,91.14
Netherlands,1971,86.42
Netherlands,1972,78.44
Netherlands,1973,79.73
Netherlands,1974,81.16
Netherlands,1975,84.62
Netherlands,1976,96.5
Netherlands,1977,90.46
Netherlands,1978,104.56
Netherlands,1979,109
Netherlands,1980,112.16
Netherlands,1981,96.46
Netherlands,1982,107.57
Netherlands,1983,106.36
Netherlands,1984,108.79
Netherlands,1985,93.74
Netherlands,1986,108.93
Netherlands,1987,112.57
Netherlands,1988,122.63
Netherlands,1989,116.95
Netherlands,1990,137.14
Netherlands,1991,141.52
Netherlands,1992,175.87
Netherlands,1993,131.15
Netherlands,1994,137.9
Netherlands,1995,144.35
Netherlands,1996,120.63
Netherlands,1997,106.58
Netherlands,1998,110.51
Netherlands,1999,121.75
Netherlands,2000,121.04
Netherlands,2001,122.13
Netherlands,2002,143.56
Netherlands,2003,132.99
Netherlands,2004,129.02
Netherlands,2005,127.02
Netherlands,2006,129.64
Netherlands,2007,134.97
Netherlands,2008,125.21
Netherlands,2009,111.42
Netherlands,2010,116.18
Netherlands,2011,155.09
Netherlands,2012,157.13
Netherlands,2013,176.1
Nepal,1961,8.34
Nepal,1962,8.38
Nepal,1963,8.5
Nepal,1964,8.52
Nepal,1965,8.62
Nepal,1966,8.62
Nepal,1967,8.7
Nepal,1968,8.77
Nepal,1969,8.75
Nepal,1970,8.72
Nepal,1971,8.77
Nepal,1972,8.81
Nepal,1973,8.76
Nepal,1974,8.72
Nepal,1975,8.67
Nepal,1976,8.55
Nepal,1977,8.5
Nepal,1978,8.52
Nepal,1979,8.45
Nepal,1980,8.47
Nepal,1981,8.45
Nepal,1982,8.73
Nepal,1983,18.74
Nepal,1984,19.4
Nepal,1985,19.3
Nepal,1986,20.2
Nepal,1987,21.12
Nepal,1988,21.01
Nepal,1989,20.85
Nepal,1990,23.16
Nepal,1991,48.21
Nepal,1992,47.18
Nepal,1993,47.79
Nepal,1994,48.01
Nepal,1995,48.62
Nepal,1996,30.8
Nepal,1997,35.09
Nepal,1998,33.79
Nepal,1999,35.67
Nepal,2000,34.82
Nepal,2001,37.44
Nepal,2002,36.12
Nepal,2003,38.26
Nepal,2004,39.85
Nepal,2005,41.53
Nepal,2006,40.73
Nepal,2007,42.3
Nepal,2008,45.54
Nepal,2009,44.36
Nepal,2010,48.48
Nepal,2011,52.59
Nepal,2012,67.67
Nepal,2013,61.17
New Caledonia,1961,105.32
New Caledonia,1962,100.21
New Caledonia,1963,79
New Caledonia,1964,86.9
New Caledonia,1965,93.47
New Caledonia,1966,93.7
New Caledonia,1967,87.98
New Caledonia,1968,87.37
New Caledonia,1969,86.1
New Caledonia,1970,98.16
New Caledonia,1971,94.09
New Caledonia,1972,95.52
New Caledonia,1973,92.49
New Caledonia,1974,89.06
New Caledonia,1975,74.73
New Caledonia,1976,73.5
New Caledonia,1977,76.62
New Caledonia,1978,74.09
New Caledonia,1979,76.36
New Caledonia,1980,94.85
New Caledonia,1981,71.94
New Caledonia,1982,67.64
New Caledonia,1983,93.54
New Caledonia,1984,76.98
New Caledonia,1985,74.49
New Caledonia,1986,65.05
New Caledonia,1987,61.48
New Caledonia,1988,64.18
New Caledonia,1989,67.22
New Caledonia,1990,45.15
New Caledonia,1991,48.2
New Caledonia,1992,46.72
New Caledonia,1993,45.65
New Caledonia,1994,46.29
New Caledonia,1995,49.4
New Caledonia,1996,53.88
New Caledonia,1997,63.14
New Caledonia,1998,69.84
New Caledonia,1999,49.08
New Caledonia,2000,50.11
New Caledonia,2001,60.07
New Caledonia,2002,56.17
New Caledonia,2003,72.34
New Caledonia,2004,82.91
New Caledonia,2005,77.88
New Caledonia,2006,85.21
New Caledonia,2007,88.7
New Caledonia,2008,77.03
New Caledonia,2009,97.09
New Caledonia,2010,94.71
New Caledonia,2011,91.37
New Caledonia,2012,113.83
New Caledonia,2013,122.49
Niger,1961,6.34
Niger,1962,6.63
Niger,1963,6.65
Niger,1964,6.57
Niger,1965,6.31
Niger,1966,6.26
Niger,1967,6.24
Niger,1968,6.35
Niger,1969,6.15
Niger,1970,6.19
Niger,1971,5.01
Niger,1972,5
Niger,1973,4.51
Niger,1974,4.75
Niger,1975,5.57
Niger,1976,5.54
Niger,1977,5.47
Niger,1978,6.81
Niger,1979,6.54
Niger,1980,6.7
Niger,1981,6.64
Niger,1982,6.73
Niger,1983,7.28
Niger,1984,6.98
Niger,1985,6.37
Niger,1986,5.77
Niger,1987,5.88
Niger,1988,6.2
Niger,1989,6.55
Niger,1990,6.1
Niger,1991,5.7
Niger,1992,5.53
Niger,1993,5.29
Niger,1994,4.85
Niger,1995,5.71
Niger,1996,5.41
Niger,1997,5.47
Niger,1998,5.06
Niger,1999,5.61
Niger,2000,6.9
Niger,2001,10.9
Niger,2002,14.56
Niger,2003,18.04
Niger,2004,19.26
Niger,2005,20.77
Niger,2006,22.42
Niger,2007,24.4
Niger,2008,25.87
Niger,2009,31.68
Niger,2010,30.82
Niger,2011,29.31
Niger,2012,28.93
Niger,2013,28.46
Nicaragua,1961,66.37
Nicaragua,1962,63.56
Nicaragua,1963,66.61
Nicaragua,1964,65.44
Nicaragua,1965,57.34
Nicaragua,1966,57.43
Nicaragua,1967,60.44
Nicaragua,1968,61.79
Nicaragua,1969,66.02
Nicaragua,1970,66.6
Nicaragua,1971,64.85
Nicaragua,1972,58.11
Nicaragua,1973,64.93
Nicaragua,1974,62.59
Nicaragua,1975,62.31
Nicaragua,1976,63.59
Nicaragua,1977,74.56
Nicaragua,1978,66.96
Nicaragua,1979,53.73
Nicaragua,1980,58.1
Nicaragua,1981,51.19
Nicaragua,1982,63.14
Nicaragua,1983,45.26
Nicaragua,1984,53.2
Nicaragua,1985,45.51
Nicaragua,1986,46.99
Nicaragua,1987,44.53
Nicaragua,1988,41.58
Nicaragua,1989,40.99
Nicaragua,1990,37.87
Nicaragua,1991,43.49
Nicaragua,1992,55.9
Nicaragua,1993,41.9
Nicaragua,1994,38.18
Nicaragua,1995,33.3
Nicaragua,1996,33.84
Nicaragua,1997,30.19
Nicaragua,1998,34.42
Nicaragua,1999,34.96
Nicaragua,2000,31.03
Nicaragua,2001,32.96
Nicaragua,2002,29.7
Nicaragua,2003,32.8
Nicaragua,2004,33.04
Nicaragua,2005,33.87
Nicaragua,2006,33.39
Nicaragua,2007,36.38
Nicaragua,2008,44.95
Nicaragua,2009,49
Nicaragua,2010,46.39
Nicaragua,2011,44.85
Nicaragua,2012,38.32
Nicaragua,2013,39.08
New Zealand,1961,63.34
New Zealand,1962,64.11
New Zealand,1963,66.53
New Zealand,1964,76.78
New Zealand,1965,64.92
New Zealand,1966,76.04
New Zealand,1967,70.55
New Zealand,1968,67.53
New Zealand,1969,65.63
New Zealand,1970,72.51
New Zealand,1971,66.19
New Zealand,1972,74.91
New Zealand,1973,71.83
New Zealand,1974,72.29
New Zealand,1975,66.8
New Zealand,1976,70.89
New Zealand,1977,69.93
New Zealand,1978,73.99
New Zealand,1979,73.32
New Zealand,1980,82.4
New Zealand,1981,90.3
New Zealand,1982,86.24
New Zealand,1983,84.19
New Zealand,1984,93.24
New Zealand,1985,98.68
New Zealand,1986,100.35
New Zealand,1987,118.12
New Zealand,1988,114.04
New Zealand,1989,116.96
New Zealand,1990,101.4
New Zealand,1991,96.69
New Zealand,1992,100.67
New Zealand,1993,112.57
New Zealand,1994,116.04
New Zealand,1995,115.89
New Zealand,1996,118.22
New Zealand,1997,114.99
New Zealand,1998,108.99
New Zealand,1999,113.79
New Zealand,2000,128.29
New Zealand,2001,122.12
New Zealand,2002,116.57
New Zealand,2003,108.44
New Zealand,2004,113.52
New Zealand,2005,119.09
New Zealand,2006,96.97
New Zealand,2007,114.16
New Zealand,2008,120.25
New Zealand,2009,110.32
New Zealand,2010,109.03
New Zealand,2011,91.49
New Zealand,2012,94.04
New Zealand,2013,99.01
Norway,1961,63.65
Norway,1962,75.09
Norway,1963,70.73
Norway,1964,72.67
Norway,1965,72.08
Norway,1966,76.39
Norway,1967,73.73
Norway,1968,81.21
Norway,1969,79.09
Norway,1970,78.08
Norway,1971,77.36
Norway,1972,83.31
Norway,1973,79.1
Norway,1974,87.25
Norway,1975,78.7
Norway,1976,90.13
Norway,1977,86.8
Norway,1978,89.08
Norway,1979,85.86
Norway,1980,85.26
Norway,1981,92.6
Norway,1982,93.34
Norway,1983,92.36
Norway,1984,95.01
Norway,1985,98.05
Norway,1986,101.76
Norway,1987,107.4
Norway,1988,101.73
Norway,1989,102.96
Norway,1990,99
Norway,1991,93.25
Norway,1992,95.14
Norway,1993,103.41
Norway,1994,100.11
Norway,1995,97.59
Norway,1996,99.99
Norway,1997,102.54
Norway,1998,103.22
Norway,1999,106.99
Norway,2000,108.36
Norway,2001,108.26
Norway,2002,121.92
Norway,2003,124.67
Norway,2004,130.64
Norway,2005,131.84
Norway,2006,134.45
Norway,2007,142.52
Norway,2008,148.02
Norway,2009,129.02
Norway,2010,127.38
Norway,2011,137.82
Norway,2012,140.6
Norway,2013,140.87
Nigeria,1961,65.13
Nigeria,1962,64.45
Nigeria,1963,63.68
Nigeria,1964,62.93
Nigeria,1965,64.17
Nigeria,1966,63.47
Nigeria,1967,62.78
Nigeria,1968,62.12
Nigeria,1969,61.52
Nigeria,1970,71.43
Nigeria,1971,70.46
Nigeria,1972,68.81
Nigeria,1973,67.21
Nigeria,1974,66.03
Nigeria,1975,65.61
Nigeria,1976,64.49
Nigeria,1977,63.01
Nigeria,1978,61.44
Nigeria,1979,63.52
Nigeria,1980,62.76
Nigeria,1981,61.41
Nigeria,1982,60.4
Nigeria,1983,64.45
Nigeria,1984,63.06
Nigeria,1985,61.78
Nigeria,1986,61.35
Nigeria,1987,59.12
Nigeria,1988,56.49
Nigeria,1989,63.06
Nigeria,1990,59.57
Nigeria,1991,64.48
Nigeria,1992,65.74
Nigeria,1993,69.23
Nigeria,1994,65.19
Nigeria,1995,64.34
Nigeria,1996,65.04
Nigeria,1997,65.92
Nigeria,1998,67.62
Nigeria,1999,67.86
Nigeria,2000,67.68
Nigeria,2001,67.3
Nigeria,2002,68.41
Nigeria,2003,71.15
Nigeria,2004,73.89
Nigeria,2005,68.6
Nigeria,2006,61.21
Nigeria,2007,61.38
Nigeria,2008,58.36
Nigeria,2009,60.01
Nigeria,2010,61.01
Nigeria,2011,59.54
Nigeria,2012,59.34
Nigeria,2013,56.94
North Korea,1961,9.55
North Korea,1962,9.78
North Korea,1963,9.74
North Korea,1964,10.11
North Korea,1965,10.37
North Korea,1966,10.76
North Korea,1967,10.81
North Korea,1968,10.73
North Korea,1969,10.67
North Korea,1970,11.09
North Korea,1971,18.52
North Korea,1972,21.19
North Korea,1973,23.66
North Korea,1974,26.89
North Korea,1975,29.97
North Korea,1976,34.71
North Korea,1977,37.71
North Korea,1978,41.05
North Korea,1979,41.86
North Korea,1980,43.07
North Korea,1981,44.91
North Korea,1982,46.43
North Korea,1983,49.58
North Korea,1984,52.23
North Korea,1985,53.56
North Korea,1986,55.5
North Korea,1987,57.21
North Korea,1988,57.29
North Korea,1989,57.71
North Korea,1990,58.27
North Korea,1991,58.47
North Korea,1992,58.28
North Korea,1993,54.07
North Korea,1994,57.5
North Korea,1995,53.7
North Korea,1996,59.97
North Korea,1997,63.72
North Korea,1998,53.65
North Korea,1999,53.86
North Korea,2000,52.67
North Korea,2001,54.57
North Korea,2002,54.62
